id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,area
17402222,Ivy Cottage in Downtown Minneapolis,92501259,Sam,,Hennepin,44.96690583,-93.28228874,Private room,79,1,67,7/27/2018,3.84,6,51,TwinCitiesMSA
17405561,lake cottage;  private + on the lake,22190043,Lance,,Ramsey,45.08110892,-93.13137569,Entire home/apt,125,2,14,7/31/2018,0.96,3,329,TwinCitiesMSA
17416090,Private Room+ Private Bath 3.5 Miles from Downtown,1112967,Ruth,,Hennepin,45.01522452,-93.32679872,Private room,26,1,71,7/30/2018,4.18,1,8,TwinCitiesMSA
17418013,Vintage studio in Central Location,11277772,Jess,,Hennepin,44.95642221,-93.27578456,Entire home/apt,85,1,36,11/5/2017,2.11,1,0,TwinCitiesMSA
17418673,1br luxury condo,117805463,Gerald,,Hennepin,44.95787244,-93.26122097,Private room,750,1,0,,,1,365,TwinCitiesMSA
17421736,"12BEDROOM, 17BEDS, 8BATHS HOST UP TO 32 GUESTS!",90286273,Golden Arrow Properties,,Hennepin,44.95806676,-93.28104557,Entire home/apt,2500,1,1,6/26/2018,0.71,7,360,TwinCitiesMSA
17428866,"Quiet, private in the Heart of Nature's Beauty.",89650464,Denise,,Chisago,45.30443236,-92.79832424,Private room,70,1,22,7/1/2018,1.29,2,362,TwinCitiesMSA
17431800,Comfortable home with easy access to all MN offers,117930123,Julie,,Carver,44.80929957,-93.59079055,Private room,31,1,23,7/8/2018,1.34,1,56,TwinCitiesMSA
17461608,Sunlit Urban Studio Apt. with Full Kitchen,7390103,Zach And Betsy,,Hennepin,44.96381663,-93.26188524,Entire home/apt,50,1,34,6/30/2018,2.03,3,6,TwinCitiesMSA
17462091,Bedroom + Full Bath + Living Space,97707472,Sally,,Ramsey,45.02795552,-93.15260354,Private room,50,2,50,7/30/2018,2.92,1,66,TwinCitiesMSA
17462350,Executive 3br / 3ba home,9962620,Peter,,Hennepin,44.94857549,-93.45901771,Entire home/apt,2500,5,0,,,1,362,TwinCitiesMSA
17463141,"Quiet, trendy, downtown Saint Paul",116533494,Saint Paul Short Stay,,Ramsey,44.9453116,-93.09498507,Entire home/apt,75,1,175,7/29/2018,10,19,143,TwinCitiesMSA
17463979,"Hop off Light Rail to home, UofM, DT Mpls!",5659103,Susannah,,Hennepin,44.97006272,-93.2459336,Entire home/apt,94,1,127,8/1/2018,7.43,4,104,TwinCitiesMSA
17480706,"Rustic Rooms #1 in Isle, near Mille Lacs Lake",102922018,Dale,,Mille Lacs,46.13939624,-93.47142859,Private room,69,2,10,7/30/2018,0.74,2,166,TwinCitiesMSA
17482474,Cooper Cottage,118441563,Brian,,Hennepin,44.95025761,-93.21658122,Private room,75,2,5,9/10/2017,0.33,1,0,TwinCitiesMSA
17490937,Cozy Duplex in Heart of Prospect Park - 2nd Floor,2444607,Newell,,Hennepin,44.96791205,-93.21488286,Entire home/apt,149,2,53,7/14/2018,3.09,2,347,TwinCitiesMSA
17495876,"Studio Apartment in Loring Park, Minneapolis.",118558835,Dom,,Hennepin,44.96732756,-93.28267468,Entire home/apt,75,1,11,5/27/2017,0.66,1,0,TwinCitiesMSA
17497956,"cozy room in a cozy house near train, park, creek",84168801,Paul,,Hennepin,44.9147298,-93.21698904,Private room,50,1,14,8/2/2018,0.82,1,78,TwinCitiesMSA
17499911,Lakeside Private Suite & Communal Lounge.,16684911,Colin,,Hennepin,44.92311351,-93.31322139,Private room,100,2,42,7/23/2018,2.94,6,156,TwinCitiesMSA
17511996,Entire Home In The Heart of Minneapolis!,118711914,Tiana,,Hennepin,45.00637174,-93.29927463,Entire home/apt,766,2,0,,,1,14,TwinCitiesMSA
17513409,Minneapolis Nice! Glorious Golden Valley home!,22118532,Mike & Fae,,Hennepin,44.9918221,-93.39033946,Private room,75,1,49,7/24/2018,2.96,1,147,TwinCitiesMSA
17528180,"Historic Cathedral Hill, 1914 Home",1898287,Catherine,,Ramsey,44.94818968,-93.11934044,Private room,50,3,5,6/29/2018,0.41,2,0,TwinCitiesMSA
