id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
834111,Large Studio with great Lake View,4363911,Monica,,Merritt,37.79850102749608,-122.25686769639465,Entire home/apt,95,3,97,2018-05-30,1.48,1,22
840740,Sunny&Hip Apt+Roof on Piedmont Ave,2395527,Dolly,,Grand Lake,37.81964273956315,-122.24781412144142,Entire home/apt,119,3,22,2014-07-26,0.32,1,192
841127,Charming Temescal Home,4334939,Paola,,Bushrod,37.84081226005274,-122.26762419293225,Entire home/apt,180,1,3,2017-08-09,0.05,1,0
859389,Stylish Tinyhouse in Urban Jungle,2011613,Marianne,,Rockridge,37.84406396289351,-122.25577602366839,Entire home/apt,125,2,36,2018-01-27,0.56,2,156
859490,Garden Setting Detached Studio,4500331,Margaret,,Redwood Heights,37.79809746468979,-122.18759992279887,Entire home/apt,65,2,104,2018-07-15,1.62,1,16
866015,"Cozy private studio, 10 min to SF",3157928,Andrei,,Prescott,37.806880550802916,-122.2977626871545,Entire home/apt,97,3,59,2018-06-21,0.89,1,132
867702,Exquisite home beautiful sunsets,3595599,Ann,,Oakmore,37.81150512763111,-122.20624758570402,Entire home/apt,200,2,59,2018-06-01,0.97,4,286
867724,Art Villa Apartment  with Bay View,4127053,Martina Angelique,,Forestland,37.84240950773349,-122.19668213532083,Entire home/apt,100,3,6,2017-02-15,0.09,1,221
869648,Gorgeous apartment in Rockridge,3814241,Irina,,Fairview Park,37.84348631384722,-122.25858289872716,Entire home/apt,128,2,236,2018-06-29,3.63,1,0
871044,Clean & Cozy Apt. in Urban Neighborhood,2006749,Jenny & Tom,,Paradise Park,37.845533166333006,-122.28126243466667,Entire home/apt,116,1,216,2018-07-11,3.49,1,349
883762,Oakland Backyard Studio Apt,4679636,Mark And Shara,,Temescal,37.835918838325135,-122.2585713961383,Entire home/apt,110,1,320,2018-06-23,6.29,2,316
898862,Home for the Holidays,11735,Brie,,Fairfax,37.77731552546567,-122.20301065173543,Private room,125,1,34,2018-03-17,0.53,1,39
902635,San Francisco Bay and Beyond Views. Modern unit!,5066105,Rubina,,Caballo Hills,37.786337077047364,-122.16445517485151,Entire home/apt,254,2,0,,,1,342
903986,Private Room in Idyllic Craftsman,4832686,Christina,,Maxwell Park,37.775660149908155,-122.19815696723592,Private room,49,1,116,2018-07-01,1.76,1,29
912474,Charming retreat in the woods,4896374,Paolo,,Shepherd Canyon,37.833446176852846,-122.18509036926045,Entire home/apt,160,2,4,2017-05-20,0.12,1,72
916790,Oakland/Berkeley Light and Color,4922344,Victoria,,Bushrod,37.84946336510611,-122.26822519068078,Private room,63,1,80,2018-06-30,1.24,1,128
923987,Charming & Spacious Private Room!,4970126,Amy,,Grand Lake,37.81814903374754,-122.25016157540807,Private room,75,1,45,2018-05-13,0.70,2,356
931520,Sunny Rm Near Temescal and Piedmont,5017482,Pamela And Richard,,Piedmont Avenue,37.83149196632759,-122.25253457469402,Private room,85,2,154,2018-06-23,2.46,2,310
955249,Urban Oasis @ Urban Farm-Grand Lake,1647355,Dipak,,Lakeshore,37.812841507241565,-122.24523530222936,Entire home/apt,108,2,321,2018-06-29,4.93,1,137
972802,"Beautiful, sunny, peaceful home - family luxury!",149121,Sarah,,Upper Rockridge,37.84070027827501,-122.22724932897873,Entire home/apt,339,6,22,2018-06-29,0.34,1,312
994269,"Home in Montclair, Oakland Hills",5461211,Amy,,Piedmont Pines,37.82907335933987,-122.18794201074485,Entire home/apt,300,3,26,2018-06-03,0.44,1,273
1030482,The Lemon Tree (all to yourself this weekend!),5481299,Taryn,,Shafter,37.83974920427933,-122.25434032223266,Private room,60,1,27,2018-05-23,1.50,3,0
1034503,Cute and comfy walkable home with outdoor areas,5262,Marissa,,Montclair,37.830302721098505,-122.21302067045048,Entire home/apt,135,4,2,2016-11-27,0.08,1,0
1036756,Sunny Apt Near Lake Merritt,823571,Yvonne Fly Onakeme,,East Peralta,37.793706006327575,-122.25241328493223,Entire home/apt,46,30,9,2015-09-01,0.16,1,16
1046462,Live Work Studio/Gallery,5761427,Stevens Jay,,Oakland Ave-Harrison St,37.817982751729176,-122.26215583454496,Private room,100,1,0,,,1,309
1080324,2 Bedrooms in Colorful Vintage Home,2317083,Debra,,Golden Gate,37.84227923436628,-122.28501613542241,Private room,115,3,60,2018-07-08,0.98,2,300
1080338,Colorful east bay vintage home,2317083,Debra,,Golden Gate,37.841905737872786,-122.28418010948408,Entire home/apt,150,4,10,2018-07-15,0.17,2,247
1100624,Oakland Lake Merritt Penthouse,5955900,Rita,,Cleveland Heights,37.80368977834216,-122.24926345353528,Private room,79,1,0,,,1,0
